comment, channel
"Trump you r on video encouraging the rioters on get real man", CNN
"Unbelievable that Americans criticize the mob. But sure if it happened in some other countries. Then it&#39;s ok because it&#39;s &quot;democracy&quot;.", CNN
"When your mom makes you say sorry for a fight at school you started", CNN
"He finally wised up.", CNN
"Impeach!", CNN
".მე აქ ვარ იმის დასამოწმებლად, თუ როგორ დამეხმარა დოქტორი ბროუ ჩემი ქმრის დაბრუნებაში, როდესაც ქალბატონმა ის წამიყვანა, რადგან მე არ შემეძლო მისთვის ბავშვის მიცემა და ჩემმა მეგობარმა გამაცნო დოქტორი ბრაუნი, რომელიც დამეხმარა  მართლწერის ერთგულება და ერთი თვის შემდეგ მივესალმე ჩემი მეუღლე სახლში დაბრუნდა.  მე ბევრჯერ ვცადე დოქტორი ბრაუნი მეგობრებთან და ოჯახის პრობლემებთან დაკავშირებით და ის ძალიან კარგად არის საქმეში, მას შეუძლია დაეხმაროს ამ ყველაფერში,<br>   * საქორწილო შელოცვა<br>   * სიყვარულის შელოცვა<br>   * წარმატებები მართლწერის<br>   * დაწინაურების შელოცვა<br>   * ლატარიის შელოცვა<br>   * დაცვის მართლწერის<br>   * ორსულობის შელოცვა<br>   * აივ მკურნალობა<br> * ინსულტის განკურნება<br> Და მეტი<br><br> შეგიძლიათ დაუკავშირდეთ მას ამ ელ.ფოსტის მისამართზე<br>     eaglebrown918@<a href='http://gmail.com/'>gmail.com</a><br>   შეგიძლიათ დაუკავშირდეთ მას WhatsApp +2347026543956...", CNN
"He immediately called the national guard.<br><br><br>Says him", CNN
"<b>*I  promise to promote *Guccifer_Hacker</b> he helped me recover my account within few hours**", CNN
"Whomever who believe in Trump for one second most be lost his or her sight by the Coronavirus.", CNN
"Trump was a jokes in Washington because if you cannot leave the presidency with a solidarity smutty transfer of power, you are a sick person", CNN
"Why DID HE NOT SIGN THE INSURRECTION ACT!!!!!?", CNN
"🤣🤣🤣", CNN
"The fire needs to be put out completely! He should never be able to hold office ever again!", CNN
"Trump saved millions of lives by fast tracking the covid vaccine. For vaccines normally take like 7 years and he legislated to allow them to do in just 1. Of course safety is somewhat diminished, but it&#39;s still better than nothing, that is the assumption. So what is 5 deaths compared to the millions saved around the world? Not just in US, cos these US Corporations sell vaccines all over the world. Get a grip foolish CNN. Everyone can see you just hated the man since day 1. You think he&#39;s the devil, when he did want what&#39;s best for the nation. Of course he made mistakes, but he&#39;s a noob in politics, and faced ridiculous levels of resistance so he was rather limited and had to waste time on that Russian collusion thing that now we finally know went nowhere.", CNN
"Erin Burnett, where&#39;s the part about President Trump saying that he wouldn&#39;t seek a second term? Are you seeing something we aren&#39;t? or are you just adding your own spin on this?", CNN
"How stupid trump is??Con man lost already,can&#39;t not serve anything.<br>Somebody will serve you full time in 4 walls house.", CNN
"Trump, The only president who didn&#39;t start a war with other foreign countries. And the only one who mentioned about China corrupting other countries. 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏", CNN
"Trump ist der Beste!", CNN
"during the whole speech segment athe start of this vid... while reading, <br>trump&#39;s face is saying, &quot;This is f*kn  Bullsnot!!&quot;", CNN
"TRUMP  IS  A  VERY VERY DANGEROUS  CHILD", CNN
"His lawyer sat him down and said to him &quot;Donald, you know.. you know you&#39;re in deep shit right?  You know you have to make a speech. I&#39;m going to write it for you. No, no you can&#39;t say what you want. No you can&#39;t go off prompter. If you do that, bad Donald.&quot;", CNN
"Addmitting reality, big deal.", CNN
"Fears that those entrusted with guarding the American leadership may be infected with extremist ideology. Some were found involved in the storming of the US Capitol  <br><br>An inside hit of the kind that killed many world&#39;s leaders by their own <br>bodyguards. John F. Kennedy was assassinated in 1963.  <br>Such a possibility would worry the US security personnel. An allegation that extends to even some extreme right-wing Republican lawmakers.", CNN
"Where is your news on that , don’t forget about that issue CNN", CNN
"They stomped on him too , as soon as he was elected .", CNN
"Meaning he will run again , if not impeached", CNN
"Trumps last words though were this is only the beginning !", CNN
"You mean months later, he says the truth encrypted in lies...... at least this coward, who throws everyone under the bus 🚌 Is finally going...... What a Liar..... mad because we all got together, to vote this garbage out of the White House..... REMEMBER THIS Trumpers, how he tricked you to do his bidding &amp; then the very, first sign of trouble, under the bus, you go👍", CNN
"TO CNN and FBI, etc: Trump never said he conceded. From his WORDS, you assume he is a normal person.<br>-HE COULD HAVE ENTIRELY DIFFERENT PLANS THAN WHAT YOU ASSUME.<br>-After everything he has done, are you kidding me???<br>If I were reading a Narcissistic Mind, I would be concerned about Biden&#39;s (and other Trump &#39;targets&#39;) safety Tomorrow, not only Wednesday...<br>If something happens tomorrow, trump may think he has Cause to not leave the Oval Office.<br>If Trump leaves Washington, I would be concerned for all of Washington... like on Wednesday.<br>I hope he could let it all go, the Presidency... but that has Not been his way... <br>-Prayers for everyone&#39;s safety. -Scotty on Maui. (if you wonder what I think, call me.)", CNN
"I only wish that the fanatics will listen to TRUMP&#39;s own words as Truth, from <a href='https://www.youtube.com/watch?v=U5z1GhjJY_A&amp;t=1m03s'>1:03</a> to 1;13, and all the way to 1;45, and stop all the violence.... That he is focusing on a &quot;smooth, seamless and orderly transition of power&quot;...<br>-But, if he is not meaning to Joe Biden, we will (of course) find out exactly what he means.<br>(he said he knows supporters are disappointed... he never said he&#39;s passing the torch peacefully to Biden, -CNN may be quite naive about that... he never said it.)", CNN
"<a href='https://youtu.be/kTJwa6jlxTA'>https://youtu.be/kTJwa6jlxTA</a>", CNN
"Viva Trump! Second term about to start.", CNN
"What in the world are you people gonna do with all that hate and anger that ya&#39;ll have promoted and enjoyed over the past 4 years. How can you allow one man have so much control over your emotions? Ya&#39;ll have worked so hard for so long trying to make him look so bad you have become the monster that you describe him as. There&#39;s one thing for certain about the Trump presidency is he exposed all the fake news for what they really are and that&#39;s the enemy of the people.", CNN
"the economy is already falling...but all i see in the comments is all u bitch made liberals talking about something else that is completely off topic.", CNN
"Trash station LIVE EXECUTIONS CRIMES AGAINST HUMANITY", CNN
"Coming to you be Fake CNN. Trump won election by a landslide . And will remain President. Sorry lying CNN.", CNN
"This from the man seen walking around the Whitehouse wondering why everyone wasn&#39;t loving the mob attacking the Capitol Building and refusing the Nat&#39;l Guard as long as he could. In fact, several people saw that Pence had to arrange for them to be called into D.C. Oh, the bullshit continues. What conspiracy will the brainless mob use to explain this?", CNN
"The video of Trump must be a parody.<br>The only reason for publishing this video is that Trump is scared he will spend the rest of his miserable life in prison. In prison is where he belongs!", CNN
"He sounds like his learning to read.smh", CNN
"IMPEACH BIDEN FOR VOTING FRAUD, FOR SPYING ON  CAMPAIGN, AND MONEY FROM UKRAINE AND CHINA!", CNN
"Trump is a traitor.", CNN
"Why is Trump hiding out in the white house?. well he is busy signing pardons for all of his criminal buddies.", CNN
"😒Not surprising, CNN continues to take bits and pieces of information out of full context from any given situation; just to promote a variety of lies through false-narratives claiming as truth. Another reason as to why CNN is becoming increasingly irrelevant.", CNN
"You would think by now that people would realize that everything that comes out of a democrats mouth is a lie and self-serving!", CNN
"One of the Blm criminals pelosi,  schumer, and Mcconnell hired to cause trouble at the capital so they could blame it on President Trump.<br><a href='https://www.sltrib.com/news/2021/01/14/utah-activists-who-was-us/'>https://www.sltrib.com/news/2021/01/14/utah-activists-who-was-us/</a>", CNN
"CBS, CNN, ABC, MSN, MSNBC, Washington Post, are liars and need to be prosecuted for conspiracy and spreading false propaganda against the American people and their President!", CNN
"OMG!!! LIAR go away. How can he even read a speech we know its not his thoughts.  They should have dragged him out there in front of the rioters to tell them to stop.", CNN
"Fake news", CNN
"When ever I hear “God bless Yor and God bless America” by any politician my mind quickly recalls George Carlin 🤣", CNN
"Nut-bar,", CNN
"Yeah it will be ‘mooth af", CNN
"It’s me on the stage in high school show", CNN
"I hate that u tube has put all these channels on here, cant even finish watching this, not one good word for him, you people are so full of hate", CNN
"We The Few ... Justice ... Do Not listen to THE FAKE .. Prepare ; Protect the Children and People .. We have This ..The fight has begun .. JUSTICE IS NOW ....OORAH! ... We Have AWOKEN Enough have", CNN
"Nancy Pelosi will cost Dems in 2024,,", CNN
"Martial Law will not be needed. Trump abolished the Banking Act of 1871 which means Corporate America is no more. I would expect two inauguration ceremonies to take place on the 20th. One is for Joe Biden Corporate America which is no more, the other will be for Donald J. Trump the first President of the United States for America since the 1871 Act was implemented.", CNN
"Martial Law will not be needed. Trump abolished the Banking Act of 1871 which means Corporate America is no more. I would expect two inauguration ceremonies to take place on the 20th. One is for Joe Biden Corporate America which is no more, the other will be for Donald J. Trump the first President of the United States for America since the 1871 Act was implemented.", CNN
"“IT&#39;S HAPPENING!<br><br>Military takedowns and arrests begin this wknd and will continue forward for the next 4 days/nights. Some international raids have already started. Italy has also been found complicit in our election fraud.<br>Everyone will be getting emergency 🆘 alerts on their phones, tv&#39;s, radios &amp; internet. It will override all other broadcasts and could last for several hours at a time. Do not to be scared of what&#39;s coming as it is for the safety of our nation for this to unfold. <br>DO NOT travel to any large cities (especially Philadelphia) for the rest of the month. Military operations will be taking place in many of the major corrupt cities. People will start rioting once this intel breaks thinking Trump is a military dictator. He only has 4 days to put this dog down.<br><br>The implementation of the Insurrection Act began after the raid on the Capitol...", CNN
"Wait a minute! Specifically, what did Trump say that incited violence? If he did say anything like that, why isn&#39;t CNN running that clip 24/7? So far, they have not showed us anything that Trump said that incited violence. As a matter of fact, Trump actually encouraged the protesters to demonstrate <b>PEACEFULLY</b> Somebody, <b>ANYBODY</b> post a link demonstrating Trump&#39;s dangerous comments. Nobody will. Why? Because he never did. CNN is treating you like sheep.", CNN
"Nothing was incited morons....in fact it was your own photojournalist was one of the first ones in inciting violence with the BLM activist... and got that lady shot...liars", CNN
"This guy trump is a genius.. plays 4d chess and a fighter .. trump supporters hope he has something up his sleeve ..... bidem as president is horrific to think off", CNN
"Are you going to do any stories on the CNN reporter who was one of the two people who lead the mob to the door? The man was antifa, the woman was a CNN reporter, he was arrested, she is not even mentioned. Anderson interviewed them like they were so innocent and just witnesses! Yet they were the first in and started the mob and lead them!!! Jade Sacker and John Sullivan were not witnesses! They were coconspirators!!", CNN
"Oh geewiz...🤦🏽‍♀️<br>Will this man just GO already &amp; take his criminalistic family, all his cronies &amp; all his shenanigans with him. We don’t have any desire to hear any further additional lies &amp; statements coming out his mouth that he doesn’t believe himself. Just GO &amp; don’t bother to attempt a comeback...EVER🤨<br><br>-Those of us who are done with all things named Trump.👈🏾", CNN
"<a href='https://youtu.be/pvUe7pJVYD4'>https://youtu.be/pvUe7pJVYD4</a>", CNN
"<a href='https://youtu.be/HMc9vAncq8g'>https://youtu.be/HMc9vAncq8g</a>", CNN
"<a href='http://www.youtube.com/results?search_query=%23trumpforguantanamobay2021'>#TrumpforGuantanamoBay2021</a>", CNN
"Do we really need to see this smh. He doesn&#39;t mean 1 word.", CNN
"you didn&#39;t listen what Trump just said he said this was only the beginning . okay if he&#39;s leaving why is he saying this is only the beginning?", CNN
"Season 5 of the Trump White House show <b>canceled</b> . A great way to end a season. Trump’s own army got their him impeached! Bravo, great television!", CNN
"&quot;To those who broke the law, you will pay.....&quot; That includes ALL who broke the law.....iow....ALL TRAITORS AND SELL OUTS. I cannot believe how most of the comments are filled with ridicule, belittling,hatred, disdain for your own President. Disgusting. U are busy instigating and abetting insurrection with your speech right now. I am from South Africa...and I am APPALLED.", CNN
"I do not agree that he conceded...AT ALL.", CNN
"Dang! Ya&#39;ll are really just having a contest to see who can lie the most.", CNN
"I hope soon as he leaves the WH they properly  investigate  him  for  evading  his taxes.", CNN
"I think when someone was telling him to stay with the teleprompter. Do not go off it Now. What they meant was. He side steps. And Adds More Nasty Remarks.  INSTEAD OF JUST READING THE PROMPTER. HE ADDED HIS OWN  AT TIMES IRRATIONAL AND UNTRUE THINGS", CNN
"Imagine how long it took him to get this right! As he’s crap at speaking and actually crap at pronounces words too🤣", CNN
"His journey is only the beginning this man is crazy I till don’t trust him he up to no good this way evil talk they get your mind off show he comes back because he not throw yet he just said word to get people and republicans back in comer", CNN
"OF COURSE HE WILL SERVE A SECOND TERM.", CNN
"This coverage is disgusting", CNN
"This coverage is disgusting", CNN
"Wats up biden", CNN
"📌", CNN
"Made American z great ! We need anotha ✔ ✅ 🛫 ☑", CNN
"We see U in 4 yrz. TRUMP.", CNN
"He should of never left in the first place! We want the real president back..........Biden is a total joke!", CNN
"FINAL MY BEHIND 🤷🏽‍♀️🤷🏽‍♀️🤷🏽‍♀️🤷🏽‍♀️🤷🏽‍♀️🤷🏽‍♀️💪🏽💪🏽💪🏽💪🏽💪🏽", CNN
"Pack yo shit", CNN
"~Failed to the chief no one chosen for the nation, failed to the chief, he has failed us one and all!~", CNN
"Good freaking riddance. !!!! The circus 🎪 has packed up. And I voted Republican !!", CNN
"Atleast he is the first president of America who did not bombed any asian african country to fulfill western interest.<br><br>Yes he is small man.<br><br>🏅🏅🏅", CNN
"CNN really lacks any journalistic merit. Their bias is shocking. These &quot;reporters&quot;  are just that....zero journalistic ability and zero balance.", CNN
"Still waiting for the  CLOWNS  IN THE TRUMP FAMILY TO LEAVE THE  COUNTRY LIKE TRUMP SAID HE WOULD  IF BIDEN WON. 🤚🤚🤚🖐", CNN
"Trump still President!", CNN
"Why do the news anchors making their own opinions with this?...🙄", CNN
"Just the same way I saw testimony of how Austin helped a man make -$50,000 weekly Profit I tried now am also sharing my testimony with over,$10,000 from the company  thanks for the good did he has done for me for this short period of time.", CNN
"HOW I GOT CURED FROM PANCREATIC CANCER Sudden severe pain in left side and unusual excessive belching were the only symptoms of my pancreatic cancer. No nausea or any food related symptoms. CT scan did not show anything but very mild diverticulitis. After two weeks of antibiotics it seemed to subside. A year later when the excessive belching and pain in side reappeared, another CT scan revealed 3 cm mass on pancreas. It was a very painful experience for me, Spent a lot of money on drugs did 7 rounds of chemo and radiation and still yet no results it was a near death experience for me i was having headache ,backache,tiredness,pians in almost all part of my body i was nearly on the verge of loosing my life before i found about Dr Harvey on YouTube on how he cured people from pancreatic cancer and other deadly diseases so with believe and faith i collected his contact information contacted him and told him about my pancreatic story and he told me to have faith and believe in him which i did, He prepared an herbal supplements for me and his natural propolis lecithin capsules and shipped it over to me alongside with the prescription on how to use the products to my greatest shock and joy after making use of this products for 3O days i went back to carry out my tests and i was totally cured from pancreatic cancer and no pains or any symptoms was in my body Dr Harvey i&#39;m grateful sir for saving my life and Family i love you anybody having this disease or anyone he/she knows conntact Dr Harvey today..<br>You can contact Dr Harvey VIA<br>EMAIL: (Drharveyphytotherapy@yahoo.com)<br>WHATSAPP:+16785689096", CNN
"So how’s that working for you? Gas prices insta-spiked, border crisis, 25% of all COVID deaths have now happened on Biden’s watch, massive boondoggle spending bills, and the best part? You never got your $2,000 he promised, to your face, he’d get sent “if Georgia elected the two Dems”. He lied to you, straight up. Media: 🦗<br><br>But hey! No more mean tweets, right? Morons", CNN
"He is one in a million, best among many, most trusted , I almost gave up on trading then I met  him through a friend,  Austin is  the most trusted trading expert who helped the life of my family and I ,.", CNN
"He look small..he just looks like a small man 🤣🤣🤣🤣🤣", CNN
"Get out and stay out", CNN
"W•H•A•T•S•A•P•P•+&lt;1&lt;9&lt;1&lt;9&lt;7&lt;0&lt;9&lt;3&lt;0&lt;0&lt;4<br>i•n•v•e•s•t&lt;&gt;in&lt;&gt;•c•r•y•p••t•o<br>B•T•C•&lt;&gt;A•N•D&lt;&gt;E•T√R", CNN
"Never believe till I tried every achievement begins with decision to try I keep doubting each time I want to till I came across Expert Chris  she have helped me within a period of one week turning $1400  cheque to $15,000 is&#39;t this amazing opportunity", CNN
"The greatest president ever.", CNN
"It&#39;s funny everybody has so much to say if you were so important and so smart to run your mouth why don&#39;t you become president of the United States of America Quit running your mouth like a little piss ant Yeah he looks so smalle his bank account it covers that his education it covered that too But since you all have big mouths why don&#39;t you open your big pocket book and pay everybody&#39;s gas prices and the insolent that it takes to keep people alive let&#39;s really talk on a serious note O hold on here I forgot you guys don&#39;t like serious you just want everything done for you You Wake up fuckers shit is going to hit South all you rich people that didn&#39;t get that  Government check expect half of your money to be taxed yeah this time around there coming after you too so keep running your mouth about the little guy the most popular man on Earth Donald Trump  You know I was once told if you hate somebody so much you must love them because the fact is true and still stands why would you talk about him so much But enjoy your bash talking you say that patriots threaten people and just talk bad you guys you sure are not giving anybody a good name and don&#39;t worry I don&#39;t go for Republican or Democrat I could give a hell less what any of you do I just kick back and watch my comedy it&#39;s free thanks for the cheap entertainment", CNN
"Goodbye trump don&#39;t come back soon never again", CNN
"Good Ridince", CNN
"&lt;---&gt;&lt;===&lt;-------&gt;", CNN
"Byeeeeee ...drive safe!", CNN
"He did good things for his time.Just believe in going forward.", CNN
"D GREETINGS!  TO YALL.  The Doctors Said Herpes Virus do not have a medical cure because the virus is capable of hiding within the human cells, it remains protected from your immune system.  Herpes is not a special virus;  your immune system has the power to fight it back but because it is able to lay dormant in protected cells, your immune system is unable to remove it from your body.  But with strong reactive herbal medication is capable of getting rid of the virus gradually and totally from your body within just 14days without damaging any of your cells.  Natural herbs kills the bad cells carrying the herpes virus totally!  within just 14 days.  I am not a medical doctor but i get cured from a herbal doctor who name is Dr abumere with his natural herbal medicine within just 14 days and his medicine is% 100 safe and it has no side effects.  A lot of people have been cured of herpes with his herbal medicine.for more info contact Dr abumere via doctorabumrer6@<a href='http://gmail.com/'>gmail.com</a> or WhatsApp him on +2349021975055", CNN
"Senile Globalist Biden  has already sold America on the open market, signing our nation away and lied about literaly everything he said ( or read  on the monitor ) ...you fools..that&#39;s why  Globalism  used a COUP  to put him in there....his mind is rotting fast now...no one is buying this  nonesense", CNN
"Not final", CNN
"I miss him!", CNN
"The most unappreciated but the Best righteousness president ever. at-least he is a political outsider/businessman turned to be a president. then is Not a Traditional (Rug) Politician (TRAPO) meaning word in Tagalog/Filipino) to be a plunder in thief make corrupt &amp; more corruptions. Just like Joe Biden &amp; his allies Democrats DC Swamp.", CNN
"Sad", CNN
"I took the risk dealing with Chris d.RUSS on telegram and finally end up with perfect testimony 👏👋💲", CNN
"Does cnn plan on post their full 10+ hour coverage of the inauguration?", CNN
"The US political system is based on slavery.<br>It does not matter what mule kills this cart.<br>The ruling regime in the United States uses the resources of this country for several families who are connected to Zionism.<br>The United States has become a colony of Zionism.<br>Democracy and freedom are a toy in this system of government.", CNN
"Well I wouldn’t say his last", CNN
"Good riddance!!", CNN
"Trump nuts be crying over this moment", CNN
"At the end of 2021, come back and read your comment here.", CNN
"Biden (Fake =big guy of Hunter’s lap top)<br>is Loser Not President Trump!", CNN
"This is only a tactical withdrawal, to counterattack better for him", CNN
"TRUMP WIN💪<br><br>CNN 👎", CNN
"Con thương cả thế giới bác ruột trum", CNN
"C&#39;mon, crash, crash, crash!!!", CNN
"And don&#39;t fn come back unless file criminal charges against you.", CNN
"THANK GOD!!", CNN
"HAPPY President Day To DONALD TRUMP!! 💕", CNN
"I don&#39;t mind the opinion on this segment.", CNN
"ngl i kinda wanted secret service to drag him out", CNN
"Patriots of America !! We English were bullied for 65 years by our entitled lefty upper n middle class. Stop talking of 2022. You won that election by 80 million votes to Biden,s 62M. There is no other way you going forward, until the correct President is put back in the white house. If we working class English can get our country back, so can you", CNN
"The news is so 1 sided", CNN
"(U wanna hear something craZy, people actually watch CNN???)&#39;&#39;&#39;🧐", CNN
"the only good thing trump has ever done for the USA", CNN
"Mr. Trump and his team need to get all the negative anti trump tapes from the past 4 years put them into a story time line starring Nancy P and all the radical left. Show this to Congress. Everything they and the news said about  Mr Trump  tapes from the past 4 years put them into a story time line starring Nancy P and all the radical left. Show this to Congress. Everything they and the news said about riots exc. In the past against our own president.ump follewers riots exc. In the past against our own president.", CNN
"That&#39;s the right way to call this human failure - what a small man!", CNN
"Back to mare logo", CNN
"Nothing can stop what is coming <br>Nothing <br>Q", CNN
"Shameful legacy for all time .... Millard Fillmore will be more popular than Donald trump", CNN
"Everyone everyone it’s all fun and games until we get our jobs taken and we have to pay 4 dollars for gas 😂", CNN
"According to a poll conducted this week, his poor handling of coronavirus was the final straw for Trump tolerance. He brought up the wrong pitches during scary times talking about the economy right now was not gonna cut it, and more Americans felt safer in Biden handling the pandemic.", CNN
"President Tramp is fantastic. <br>Hopefully he&#39;ll back.  The best USA  President ever!!!  Gift from God to save USA  from communists!!!!!!!!!", CNN
"Thank you for your service President Trump, God bless you. We will see you soon!❤❤❤", CNN
"Pretty damn sad CNN can only get 20k likes", CNN
"Show the truth", CNN
"THIS IS EXACTLY HOW A LOSER GONES OUT WITH NO ENTHUSIASM  OR DIGNITY ! 🤔", CNN
"Definitely over the target. Trump will dismantle thse CNN liars and killers over the next few years, and he will show them all for wht they are.  In fact, he&#39;s already done that to a large degree.<br><br>For instance, nobody who thinks for just a second takes seriously anything these hateful clowns are saying about the country&#39;s best-ever president.", CNN
"Love you President Donald J. Trump. You are still our President today. ❤️", CNN
"Trump-best President ever. No one voted for Biden and it shows.", CNN
"GOOD RIDDANCE!!", CNN
"I remember watching CNN and Trumps Newsmax commercials would come on and I would just laugh at how petty that was until I would remember it was for the leader of the Free World to incite Insurrection.", CNN
"What a sight to behold", CNN
"All CNN is talk shit", CNN
"Trump did the Lord&#39;s work in preparing Israel for the coming time of Jacob&#39;s Trouble. The world is about to be shaken to its foundation", CNN
"😍😍😍😍🙏🙏🙏", CNN
"Say goodbye to your jobs. We are going back to war in the middle east now too. You guys are all small brained", CNN
"I can’t help but to feel slightly sorry for him.", CNN
"I recommend you guys to <a href='http://www.youtube.com/results?search_query=%23coder_wayne'>#coder_wayne</a> on Instagram for all your social media hacks recovery, verification, spy, iCloud unlock, disabled iPhones and all other hacks fast and legit", CNN
"If you want to track your spouse cellphone or children meet coder_spyy on Instagram he&#39;s the best he just did fast and legit", CNN
"I got access to my partner&#39;s account through the help of <a href='http://www.youtube.com/results?search_query=%23coder_spyy'>#coder_spyy</a> On Instagram, he&#39;s reliable.", CNN
"I got my girlfriend account hacked within 30mins, he&#39;s a great hacker <a href='http://www.youtube.com/results?search_query=%23coder_spyy'>#coder_spyy</a>", CNN
"<a href='http://www.youtube.com/results?search_query=%23coder_spyy'>#Coder_spyy</a> on instagram is the best hacker for the job he&#39;s super fast and legit", CNN
"Thanks to <a href='http://www.youtube.com/results?search_query=%23coder_spy'>#Coder_spy</a> on instagram for helping me unlock my iphone 11 pro max his guniue and legit.......", CNN
"I&#39;ve been looking for help to recover my lost account. All thanks to <b>Coder_spyy</b> On Instagram, he&#39;s a legit hacker.", CNN
"If you want to track your spouse cellphone or children meet <a href='http://www.youtube.com/results?search_query=%23coder_spyy'>#coder_spyy</a> on Instagram he&#39;s the best he just did fast and legit", CNN
"I recommend you guys to <a href='http://www.youtube.com/results?search_query=%23coder_spyy'>#coder_spyy</a> on Instagram for all your social media hacks recovery, verification, spy, iCloud unlock, disabled iPhones and all other hacks fast and legit", CNN
"CNN..  fake fake fake news,", CNN
"PURE EVIL, I PRAY THIS MAN NEVER DARKENS OUR DOORSTEP AGAIN. IN JESUS NAME AMEN.", CNN
"&quot;It was the biggest departure crowd for a president ever!&quot;", CNN
"So SAD that Trump lost to a STOLEN Election so, so sad!!! - President Trump WON by 410 you know!", CNN
"KekW", CNN
"I watch this every morning, to get me energized for the day.", CNN
"Thank you Trump for your service. Can&#39;t say you didn&#39;t try😔 may God help us in these next 4 years.", CNN
"Doctor said the Herpes virus does not have medical cure because the virus is capable of hiding within the human cells, it remains protected from your immune system.  Herpes isn&#39;t a special virus - your immune system has the tools to fight it back.  But because it is able to lay dormant in protected cells, your immune system is unable to remove it from your body, But with strong reactive herbal medication is capable of getting rid of the virus gradually and totally from your body without damaging any of your cells  , natural herbs kills the virus totally not just reducing the out break.  Get natural herbs cure from dr akhigbe reach him through WhatsApp +2349046230269", CNN
"I couldn&#39;t stop smiling I was so excited I kept saying bye Trump 👋 I felt so good My dream came true it was the day of my dream Trump no longer President I thank God for that", CNN
"love President  Trump I am sooooo glad he is leaving you reporters, just a bunch of THRASH how may you can talk about the rioters in Portland they have destroyed the Dem headquarters and saying they don&#39;t want BIDEN so go check with George Soroes to see who he will pick  from his new hell WOW and DOUBLE WOW", CNN
"the worst channel ever Period", CNN
"Biden is redefining what a bad President is. If you thought Carter was bad you better hold Joe’s beer!", CNN
"Say&#39;s the worst anchor ever.", CNN
"And this is two weeks before the storming of the Capitol.", CNN
"Uhm, he didn&#39;t want it to go through because he didn&#39;t tax payer dollers to go to things that were not related to C-19 and other countries. Also, the Dems tried to rush this through before anyone had a chance to review it. The real questions is why would the Devil Dems try to play nice guy and give away &quot;starving&quot; tax payer dollers so they can look like nice guys just to get more votes in future elections?", CNN
"Actually one of the best... Biden on the other hand is profoundly becoming the worst in ever regard.  LOL the Cuomo&#39;s.....  Such profound propagandists.  So much so they&#39;ll take their deception to their graves.", CNN
"Yea butt Fredo is helping his brother be a pervert and that&#39;s ok with CNN ask Matt lauer how he&#39;s doing", CNN
"More like the best president ever.", CNN
"Don&#39;t listen to how he sells it. America has been doing better on paper than it did in decades, you could say Trump pulled miracles for your country Biden will never be able to do. Don&#39;t fall for this fear-mongering, the relief bill was an insanity tainted by liberals that tied republican&#39;s hands. Anytime Trump administration wanted to make changes, the democrats would just start screaming and call him a heartless &#39;poopy head&#39;. Trump gabled with Covid and he lost but, he cared about the economy. Shame his plan failed but, he succeeded in many other areas. He pardoned criminals who gave a ton back to the community, that&#39;s what it&#39;s all about in the end. Nobody is mentioning it was 2 black rappers in that deal either.", CNN
"The worst part about this is that’s just the tip of the iceberg then come January 6", CNN
"Disrespect of justice is sending soldiers abroad then having them come home in half pieces with shitty VA care. Trump pulled them out.", CNN
"If you think Trump is the worst president in history, then you’re just delusional and don’t know our history- James Buchanan, starting the civil war, is the worst, as well as Herbert Hoover- who caused and did not do anything about the depression are much worse than trump. Hell, Andrew Johnson tried to wipe out an entire race once, but I guess CNN forgot about all of that, didn’t they?<br><br>I don’t even support Trump and even I know not to be such a brainwashed sheep to make him seem like the devil, you people are ridiculous and legitimately stupid if you think he’s the worst. And I hate how people look at this man (Chris Cuomo) like he’s a saint and speaking for the people. He’s an idiot who didn’t cover his own brothers hospital scandal on the news, in which thousands of patients under his brothers watch died. They talk about being real news, these people are simply evil, there is no other word.", CNN
"What states run 1&amp;2 in homeless category, yup your brother in NY and Newsom of California, both democrats. People are  fleeing NY in record numbers, yup your brother leads that category too, with 62,700 people left there homes for the Republican run state of Florida. I wonder is it the seven women who have come forward with sexual allegations, or is it the super high taxes, or is it the 15,000 who have tragically died in nursing homes from the governors covid-19 blunders. President Trump supplied naval ships for patients that Cuomo never used. I think its all three. Have a goodnight fredo", CNN
"Trump is an 😈 evil con man. Lock him<br>Up! He gave all ppl in his admin jobs<br>They were con man too.<br>He wasn&#39;t a president was he?  He tried<br>To take away all America stood for did he not?", CNN
"I like Chris Cuomo from the first time I<br>Tuned in...his awesome!", CNN
"Only thing trump did was give a voice to the racist and sociopathic.", CNN
"WHAT IS THAT UV LIGHT FOR THEY ARE USING?  WHAT ARE THEY LOOKING FOR ON THE BALLOTS??  <br>🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️<br>OH YEAH ALL LEGAL BALLOTS HAVE WATERMARKS...  <br>ALL OF THEM!!  I ✌🎯🤣", CNN
"Not even worst president. Even stupid human being.", CNN
"Libel action coming your way Duce, you can star to file for bankruptcy now", CNN
"Look at ,Biden the best American president 🤣🤣🤣🤣🤣🤣🤣", CNN
"All ignorant personal opinions and zero facts from fredo 💯 2021 cuomo dunce brothers are canceled 🤪🤪🤪", CNN
"Lol.", CNN
"Where lies the problem?", CNN
"Hate to break it to you but the political split happened when Obama was president and made everything about race lol", CNN
"Biden is the worst, next is obama. Get real Fredo!", CNN
